Yr_Sold,1st_Flr_SF,Bedroom_AbvGr,Bldg_Type,Bsmt_Full_Bath,Bsmt_Half_Bath,Central_Air,Condition_1,Condition_2,Electrical,Exter_Cond,Exter_Qual,Exterior_1st,Exterior_2nd,Foundation,Full_Bath,Functional,Gr_Liv_Area,Half_Bath,Heating,Heating_QC,House_Style,Kitchen_AbvGr,Kitchen_Qual,Land_Contour,Land_Slope,Lot_Area,Lot_Config,Lot_Shape,MS_SubClass,MS_Zoning,Mas_Vnr_Type,Mo_Sold,Neighborhood,Overall_Cond,Overall_Qual,Paved_Drive,Roof_Matl,Roof_Style,SalePrice,Sale_Condition,Sale_Type,Street,TotRms_AbvGrd,Utilities,Year_Built,Year_Remod/Add
2008-01-01,916,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,HdBoard,HdBoard,PConc,2,Typ,1636,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,15038,Corner,IR2,60,RL,None,11,Gilbert,5,6,Y,CompShg,Gable,173000,Normal,WD ,Pave,7,AllPub,1996,1996
2008-01-01,1384,3,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,HdBoard,HdBoard,PConc,2,Typ,1384,0,GasA,Gd,1Story,1,Gd,Lvl,Gtl,14137,Inside,IR1,20,RL,None,11,Gilbert,5,5,Y,CompShg,Gable,177900,Normal,WD ,Pave,7,AllPub,1996,1997
2008-01-01,729,3,1Fam,0.0,1.0,Y,Norm,Norm,SBrkr,TA,TA,HdBoard,HdBoard,PConc,2,Typ,1446,1,GasA,Ex,2Story,1,TA,HLS,Gtl,21872,FR2,IR2,60,RL,None,8,Gilbert,5,7,Y,CompShg,Gable,175000,Normal,WD ,Pave,6,AllPub,1996,1997
2008-01-01,1593,0,TwnhsE,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,CemntBd,CmentBd,PConc,1,Typ,1593,1,GasA,Ex,1Story,1,Ex,Lvl,Gtl,4923,Inside,Reg,120,RL,None,8,StoneBr,5,8,Y,CompShg,Gable,286000,Normal,WD ,Pave,5,AllPub,2001,2002
2008-01-01,1682,1,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,CemntBd,CmentBd,PConc,1,Min1,1682,1,GasA,Ex,1Story,1,Gd,Lvl,Gtl,6264,Corner,IR1,120,RL,None,7,StoneBr,5,8,Y,CompShg,Gable,247900,Normal,WD ,Pave,6,AllPub,1997,1997
2008-01-01,1337,2,TwnhsE,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,HdBoard,HdBoard,PConc,2,Typ,1337,0,GasA,Gd,1Story,1,Gd,HLS,Gtl,5395,Inside,IR1,120,RL,None,10,StoneBr,5,8,Y,CompShg,Gable,180000,Normal,WD ,Pave,5,AllPub,1993,1993
2008-01-01,1280,2,TwnhsE,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,HdBoard,HdBoard,PConc,2,Typ,1280,0,GasA,Ex,1Story,1,Gd,HLS,Gtl,5070,Inside,IR1,120,RL,None,8,StoneBr,5,8,Y,CompShg,Gable,180000,Normal,WD ,Pave,5,AllPub,1992,1992
2008-01-01,926,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,VinylSd,VinylSd,PConc,2,Typ,1604,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,10839,Corner,IR1,60,RL,None,7,Gilbert,5,6,Y,CompShg,Gable,181000,Normal,WD ,Pave,7,AllPub,1997,1998
2008-01-01,932,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,VinylSd,VinylSd,PConc,2,Typ,1633,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,11184,Corner,IR1,60,RL,None,4,Gilbert,5,6,Y,CompShg,Gable,183000,Family,WD ,Pave,7,AllPub,1998,1998
2008-01-01,773,3,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,HdBoard,HdBoard,PConc,2,Typ,1658,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,8000,Inside,Reg,60,RL,None,6,Gilbert,5,6,Y,CompShg,Gable,188000,Normal,WD ,Pave,8,AllPub,1995,1996
2008-01-01,1086,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,MetalSd,MetalSd,PConc,2,Typ,1895,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,10832,Corner,IR1,60,RL,None,10,Gilbert,5,7,Y,CompShg,Gable,194500,Normal,WD ,Pave,7,AllPub,1994,1996
2008-01-01,851,3,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,HdBoard,HdBoard,PConc,2,Typ,1709,1,GasA,Gd,2Story,1,Gd,Lvl,Gtl,14067,FR3,Reg,60,RL,BrkFace,9,Gilbert,5,6,Y,CompShg,Gable,185000,Normal,WD ,Pave,7,AllPub,1991,1991
2008-01-01,1228,2,TwnhsE,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,HdBoard,HdBoard,PConc,2,Typ,1228,0,GasA,Gd,1Story,1,Gd,HLS,Gtl,4671,Inside,IR1,120,RL,None,10,StoneBr,5,8,Y,CompShg,Gable,189000,Normal,WD ,Pave,5,AllPub,1988,1989
2008-01-01,1337,2,TwnhsE,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,HdBoard,HdBoard,PConc,2,Typ,1337,0,GasA,Gd,1Story,1,Gd,HLS,Mod,5950,Inside,IR1,120,RL,None,4,StoneBr,5,8,Y,CompShg,Gable,188500,Normal,WD ,Pave,5,AllPub,1989,1989
2008-01-01,1168,5,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,3,Typ,2500,1,GasA,Ex,2Story,1,Ex,HLS,Gtl,13543,Corner,IR1,60,RL,Stone,7,StoneBr,5,8,Y,CompShg,Gable,355000,Normal,WD ,Pave,9,AllPub,2005,2005
2008-01-01,1134,4,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,2504,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,11198,Inside,IR1,60,RL,BrkFace,6,StoneBr,5,9,Y,CompShg,Hip,325000,Normal,WD ,Pave,11,AllPub,2005,2007
2008-01-01,1884,2,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Ex,VinylSd,VinylSd,PConc,2,Typ,1884,0,GasA,Ex,1Story,1,Ex,HLS,Gtl,15401,CulDSac,IR1,20,RL,BrkFace,9,StoneBr,5,9,Y,CompShg,Hip,387000,Normal,WD ,Pave,7,AllPub,2004,2004
2008-01-01,1474,3,1Fam,0.0,0.0,Y,Feedr,Norm,FuseA,TA,TA,BrkFace,BrkFace,CBlock,1,Min2,1474,0,GasA,TA,1Story,1,TA,Bnk,Gtl,31220,FR2,IR1,20,RL,None,5,Gilbert,2,6,Y,CompShg,Hip,115000,Normal,WD ,Pave,7,NoSewr,1952,1952
2008-01-01,1710,2,TwnhsE,1.0,0.0,Y,PosN,PosN,SBrkr,TA,Ex,MetalSd,MetalSd,PConc,2,Typ,1710,0,GasA,Ex,1Story,1,Ex,HLS,Gtl,8118,Inside,Reg,120,RL,BrkFace,7,StoneBr,5,9,Y,CompShg,Hip,334000,Normal,WD ,Pave,6,AllPub,2007,2007
2008-01-01,1488,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,AsbShng,AsbShng,CBlock,2,Typ,1488,1,GasA,Gd,1Story,1,TA,Lvl,Gtl,47280,Inside,IR1,20,RL,BrkFace,7,Gilbert,5,6,Y,CompShg,Hip,133000,Family,WD ,Pave,6,AllPub,1950,1950
2008-01-01,1236,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,Gd,TA,Plywood,Plywood,CBlock,2,Typ,2093,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,20544,CulDSac,IR1,60,RL,BrkFace,11,NWAmes,6,7,Y,CompShg,Gable,215000,Normal,WD ,Pave,7,AllPub,1986,1991
2008-01-01,1688,2,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,Plywood,Wd Sdng,CBlock,2,Typ,1688,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,12680,Inside,IR1,20,RL,BrkFace,6,NWAmes,6,7,Y,CompShg,Gable,226500,Normal,WD ,Pave,6,AllPub,1988,1988
2008-01-01,1422,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,Gd,TA,MetalSd,MetalSd,CBlock,2,Typ,1422,0,GasA,TA,1Story,1,Gd,Lvl,Gtl,12090,Inside,IR1,20,RL,BrkFace,6,NWAmes,6,6,Y,CompShg,Gable,175500,Normal,WD ,Pave,7,AllPub,1981,1981
2008-01-01,1260,3,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,WdShing,Plywood,CBlock,2,Typ,1260,0,GasA,TA,1Story,1,TA,Lvl,Gtl,10825,Inside,IR1,20,RL,BrkFace,7,NWAmes,7,7,Y,CompShg,Gable,181900,Normal,WD ,Pave,6,AllPub,1983,1983
2008-01-01,2064,3,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,Gd,Gd,Plywood,Plywood,CBlock,2,Typ,2064,0,GasA,TA,1Story,1,Gd,Lvl,Gtl,18559,CulDSac,IR1,20,RL,BrkFace,8,NWAmes,5,7,Y,CompShg,Hip,235000,Normal,WD ,Pave,7,AllPub,1978,1978
2008-01-01,1782,3,1Fam,0.0,1.0,Y,Norm,Norm,SBrkr,TA,Gd,Plywood,Plywood,CBlock,2,Typ,1782,0,GasA,TA,1Story,1,Gd,Lvl,Gtl,14450,Inside,Reg,20,RL,BrkFace,3,NWAmes,5,7,Y,CompShg,Hip,220000,Normal,WD ,Pave,6,AllPub,1979,1979
2008-01-01,1542,4,1Fam,1.0,0.0,Y,PosN,Norm,SBrkr,Gd,TA,HdBoard,HdBoard,CBlock,2,Typ,2872,1,GasA,TA,2Story,1,TA,Lvl,Gtl,12227,Corner,IR1,60,RL,BrkFace,7,NWAmes,7,6,Y,CompShg,Gable,272000,Normal,WD ,Pave,11,AllPub,1977,1995
2008-01-01,1211,3,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,HdBoard,HdBoard,PConc,2,Typ,1211,0,GasA,TA,1Story,1,Gd,Lvl,Gtl,13068,Corner,Reg,20,RL,BrkFace,11,NWAmes,5,6,Y,CompShg,Hip,161000,Normal,WD ,Pave,6,AllPub,1976,1976
2008-01-01,1126,3,1Fam,0.0,1.0,Y,Norm,Norm,SBrkr,TA,TA,VinylSd,VinylSd,PConc,2,Typ,1126,0,GasA,TA,1Story,1,Ex,Lvl,Gtl,15611,Corner,IR1,20,RL,None,3,NWAmes,6,5,Y,CompShg,Gable,175000,Abnorml,WD ,Pave,6,AllPub,1977,1977
2008-01-01,1277,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,HdBoard,HdBoard,CBlock,2,Min1,2044,1,GasA,TA,2Story,1,TA,Lvl,Gtl,10400,Inside,Reg,60,RL,BrkFace,3,NWAmes,6,7,Y,CompShg,Gable,185000,Normal,WD ,Pave,7,AllPub,1980,1988
2008-01-01,720,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,VinylSd,VinylSd,CBlock,1,Typ,1308,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,9743,Inside,Reg,60,RL,None,6,NWAmes,6,5,Y,CompShg,Gable,146900,Normal,WD ,Pave,7,AllPub,1969,1969
2008-01-01,1420,4,1Fam,0.0,1.0,Y,Norm,Norm,SBrkr,TA,Gd,Plywood,Plywood,PConc,2,Min2,2840,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,12511,Corner,IR1,60,RL,BrkFace,12,NWAmes,7,7,Y,WdShake,Mansard,292500,Normal,WD ,Pave,8,AllPub,1978,1978
2008-01-01,1523,3,1Fam,0.0,1.0,Y,Norm,Norm,SBrkr,TA,TA,Plywood,Plywood,CBlock,2,Typ,1523,0,GasA,TA,1Story,1,TA,Lvl,Gtl,11361,Inside,Reg,20,RL,BrkFace,5,NWAmes,5,6,Y,CompShg,Gable,180000,Abnorml,COD,Pave,7,AllPub,1976,1976
2008-01-01,1444,2,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,HdBoard,HdBoard,CBlock,2,Typ,1444,0,GasA,TA,1Story,1,TA,Lvl,Gtl,10400,Inside,Reg,20,RL,BrkFace,4,NWAmes,5,6,Y,CompShg,Gable,159900,Normal,WD ,Pave,5,AllPub,1976,1976
2008-01-01,1098,4,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,Plywood,Plywood,CBlock,2,Typ,1964,1,GasA,TA,2Story,1,TA,Lvl,Gtl,10480,Inside,Reg,60,RL,BrkFace,9,NWAmes,6,7,Y,CompShg,Hip,205000,Normal,WD ,Pave,8,AllPub,1976,1976
2008-01-01,1178,3,1Fam,0.0,1.0,Y,Norm,Norm,SBrkr,TA,TA,HdBoard,HdBoard,CBlock,1,Typ,1178,1,GasA,Gd,1Story,1,Gd,Lvl,Gtl,10000,Inside,Reg,20,RL,None,11,NWAmes,6,5,Y,CompShg,Gable,157000,Normal,WD ,Pave,5,AllPub,1973,2000
2008-01-01,1236,4,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,2340,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,14311,FR3,IR1,60,RL,BrkFace,6,NWAmes,5,8,Y,CompShg,Gable,306000,Normal,WD ,Pave,9,AllPub,1996,1996
2008-01-01,896,4,Duplex,0.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,VinylSd,VinylSd,CBlock,2,Typ,1792,2,GasA,TA,2Story,2,TA,Lvl,Gtl,9000,FR2,Reg,90,RL,None,6,NAmes,5,5,Y,CompShg,Gable,133000,Normal,WD ,Pave,8,AllPub,1974,1974
2008-01-01,1054,3,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,HdBoard,HdBoard,CBlock,1,Typ,1054,1,GasA,Gd,1Story,1,TA,Lvl,Gtl,9750,FR2,Reg,20,RL,None,7,NAmes,8,6,Y,CompShg,Gable,151000,Normal,WD ,Pave,6,AllPub,1969,1969
2008-01-01,936,2,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,HdBoard,HdBoard,CBlock,1,Typ,936,0,GasA,TA,1Story,1,TA,Lvl,Gtl,10295,FR2,Reg,20,RL,BrkFace,9,NAmes,6,4,Y,CompShg,Gable,111900,Normal,COD,Pave,4,AllPub,1969,1969
2008-01-01,864,3,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,MetalSd,MetalSd,CBlock,1,Typ,864,0,GasA,TA,1Story,1,TA,Lvl,Gtl,7560,Inside,Reg,20,RL,None,5,NAmes,5,5,Y,CompShg,Hip,123000,Normal,WD ,Pave,5,AllPub,1971,1971
2008-01-01,864,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,MetalSd,MetalSd,CBlock,1,Typ,864,0,GasA,TA,1Story,1,TA,Lvl,Gtl,12735,FR2,IR1,20,RL,None,4,NAmes,5,4,Y,CompShg,Hip,111250,Normal,COD,Pave,5,AllPub,1972,1972
2008-01-01,1337,2,TwnhsE,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,MetalSd,MetalSd,PConc,2,Typ,1337,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,4060,Inside,Reg,120,RH,None,8,NAmes,5,6,Y,CompShg,Gable,181000,Abnorml,COD,Pave,5,AllPub,1998,1999
2008-01-01,483,2,Twnhs,0.0,1.0,Y,Norm,Norm,SBrkr,TA,TA,HdBoard,HdBoard,CBlock,1,Typ,987,1,GasA,TA,2Story,1,TA,Lvl,Gtl,1680,Inside,Reg,160,RM,BrkFace,2,BrDale,5,6,Y,CompShg,Gable,103400,Normal,WD ,Pave,5,AllPub,1973,1973
2008-01-01,483,2,Twnhs,1.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,HdBoard,HdBoard,CBlock,1,Typ,987,1,GasA,TA,2Story,1,TA,Lvl,Gtl,1680,Inside,Reg,160,RM,BrkFace,11,BrDale,5,6,Y,CompShg,Gable,100000,Normal,WD ,Pave,5,AllPub,1973,1973
2008-01-01,483,2,Twnhs,0.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,HdBoard,HdBoard,CBlock,1,Typ,987,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,1890,Inside,Reg,160,RM,BrkFace,4,BrDale,6,6,Y,CompShg,Gable,100500,Normal,WD ,Pave,5,AllPub,1972,1972
2008-01-01,483,2,Twnhs,0.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,HdBoard,HdBoard,CBlock,1,Typ,987,1,GasA,TA,2Story,1,TA,Lvl,Gtl,1869,Inside,Reg,160,RM,BrkFace,9,BrDale,6,6,Y,CompShg,Gable,106000,Normal,WD ,Pave,5,AllPub,1970,1970
2008-01-01,483,2,Twnhs,0.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,HdBoard,HdBoard,CBlock,1,Typ,987,1,GasA,TA,2Story,1,TA,Lvl,Gtl,1680,Inside,Reg,160,RM,BrkFace,7,BrDale,5,6,Y,CompShg,Gable,85400,Abnorml,COD,Pave,4,AllPub,1971,1971
2008-01-01,483,2,TwnhsE,0.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,HdBoard,HdBoard,CBlock,1,Typ,987,1,GasA,TA,2Story,1,TA,Lvl,Gtl,1680,Inside,Reg,160,RM,BrkFace,8,BrDale,3,6,Y,CompShg,Gable,89500,Normal,WD ,Pave,5,AllPub,1971,1971
2008-01-01,630,3,Twnhs,0.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,HdBoard,HdBoard,CBlock,2,Typ,1302,1,GasA,TA,2Story,1,TA,Lvl,Gtl,1680,Inside,Reg,160,RM,BrkFace,12,BrDale,5,5,Y,CompShg,Gable,111750,Normal,WD ,Pave,6,AllPub,1972,1972
2008-01-01,1069,2,TwnhsE,0.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,Plywood,Plywood,CBlock,2,Typ,1069,0,GasA,TA,1Story,1,TA,Lvl,Gtl,4043,Inside,Reg,120,RL,None,10,NPkVill,6,6,Y,CompShg,Gable,140000,Abnorml,COD,Pave,4,AllPub,1977,1977
2008-01-01,855,4,TwnhsE,0.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,Plywood,Brk Cmn,CBlock,2,Typ,1456,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,2308,FR2,Reg,160,RL,None,5,NPkVill,6,6,Y,CompShg,Gable,143000,Normal,WD ,Pave,7,AllPub,1975,1975
2008-01-01,1055,2,Twnhs,0.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,Plywood,Brk Cmn,CBlock,2,Typ,1055,0,GasA,Fa,1Story,1,TA,Lvl,Gtl,2529,Inside,Reg,120,RL,None,9,NPkVill,6,7,Y,CompShg,Gable,148500,Normal,WD ,Pave,4,AllPub,1977,1977
2008-01-01,892,3,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,TA,HdBoard,HdBoard,CBlock,1,Typ,892,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9477,Corner,Reg,20,RL,BrkFace,10,NAmes,5,5,Y,CompShg,Gable,110000,Normal,WD ,Pave,5,AllPub,1966,1966
2008-01-01,1932,2,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Ex,VinylSd,VinylSd,PConc,2,Typ,1932,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,12444,FR2,Reg,20,RL,Stone,11,NridgHt,5,8,Y,CompShg,Hip,394617,Partial,New,Pave,7,AllPub,2008,2008
2008-01-01,1742,3,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Ex,VinylSd,VinylSd,PConc,2,Typ,2332,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,12474,Inside,Reg,60,RL,Stone,8,NridgHt,5,10,Y,CompShg,Gable,426000,Partial,New,Pave,9,AllPub,2007,2008
2008-01-01,2084,2,1Fam,1.0,0.0,Y,PosN,PosN,SBrkr,TA,Ex,CemntBd,CmentBd,PConc,2,Typ,2084,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,14803,Inside,Reg,20,RL,BrkFace,6,NridgHt,5,10,Y,CompShg,Hip,385000,Partial,New,Pave,7,AllPub,2007,2008
2008-01-01,1476,3,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Ex,VinylSd,VinylSd,PConc,2,Typ,2713,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,14948,Inside,IR1,60,RL,Stone,11,NridgHt,5,9,Y,CompShg,Hip,446261,Partial,New,Pave,11,AllPub,2008,2008
2008-01-01,1582,3,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,1582,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,12704,Inside,Reg,20,RL,Stone,1,NridgHt,5,8,Y,CompShg,Hip,317500,Partial,New,Pave,7,AllPub,2007,2007
2008-01-01,1710,2,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,1710,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,13891,Inside,Reg,20,RL,Stone,1,NridgHt,5,8,Y,CompShg,Hip,372402,Partial,New,Pave,6,AllPub,2007,2008
2008-01-01,2464,4,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,2464,1,GasA,Ex,1Story,1,Ex,Lvl,Gtl,13693,Inside,Reg,20,RL,Stone,8,NridgHt,5,8,Y,CompShg,Hip,417500,Normal,WD ,Pave,9,AllPub,2007,2007
2008-01-01,1950,2,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Ex,VinylSd,VinylSd,PConc,2,Typ,1950,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,14418,Inside,IR1,20,RL,BrkFace,5,NridgHt,5,9,Y,CompShg,Hip,383000,Normal,WD ,Pave,7,AllPub,2007,2007
2008-01-01,1850,4,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,2748,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,13418,Inside,Reg,60,RL,BrkFace,10,NridgHt,5,9,Y,CompShg,Hip,390000,Abnorml,WD ,Pave,9,AllPub,2006,2006
2008-01-01,1632,4,1Fam,1.0,0.0,Y,PosN,Norm,SBrkr,TA,Ex,CemntBd,CmentBd,PConc,2,Typ,2790,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,12539,Inside,Reg,60,RL,BrkFace,6,NridgHt,5,10,Y,CompShg,Hip,460000,Normal,WD ,Pave,10,AllPub,2005,2006
2008-01-01,1414,3,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,CemntBd,CmentBd,PConc,2,Typ,2331,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,12151,Inside,IR1,60,RL,BrkFace,8,NridgHt,5,9,Y,CompShg,Gable,379000,Normal,WD ,Pave,9,AllPub,2005,2005
2008-01-01,948,4,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Ex,VinylSd,VinylSd,PConc,2,Typ,2088,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8899,Inside,Reg,60,RL,Stone,6,NridgHt,5,8,Y,CompShg,Hip,250000,Normal,WD ,Pave,10,AllPub,2007,2007
2008-01-01,1170,4,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,2332,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,10574,Inside,IR1,60,RL,Stone,7,NridgHt,5,8,Y,CompShg,Gable,316000,Normal,WD ,Pave,9,AllPub,2004,2004
2008-01-01,2470,1,1Fam,2.0,0.0,Y,Norm,Norm,SBrkr,TA,Ex,MetalSd,MetalSd,PConc,1,Typ,2470,1,GasA,Ex,1Story,1,Ex,HLS,Mod,12720,Inside,Reg,20,RL,Stone,2,NridgHt,5,10,Y,CompShg,Hip,615000,Normal,WD ,Pave,7,AllPub,2003,2003
2008-01-01,1572,3,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,2668,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,13688,Inside,IR1,60,RL,BrkFace,3,NridgHt,5,9,Y,CompShg,Gable,412500,Normal,WD ,Pave,10,AllPub,2003,2004
2008-01-01,1006,3,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,2046,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,10625,Inside,Reg,60,RL,BrkFace,8,NridgHt,5,7,Y,CompShg,Gable,284000,Normal,WD ,Pave,8,AllPub,2003,2004
2008-01-01,1575,2,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,1575,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10845,Corner,IR1,20,RL,BrkFace,6,NridgHt,5,8,Y,CompShg,Gable,284000,Normal,WD ,Pave,7,AllPub,2003,2004
2008-01-01,1515,4,1Fam,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,2649,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,16900,Inside,Reg,60,RL,BrkFace,1,NridgHt,5,8,Y,CompShg,Gable,421250,Normal,WD ,Pave,10,AllPub,2001,2002
2008-01-01,1804,4,1Fam,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,2690,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,16451,Corner,IR1,60,RL,BrkFace,7,NridgHt,5,8,Y,CompShg,Gable,370000,Normal,WD ,Pave,9,AllPub,2003,2003
2008-01-01,1866,2,TwnhsE,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Ex,MetalSd,MetalSd,PConc,2,Typ,1866,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,10110,Inside,IR1,120,RL,BrkFace,11,NridgHt,5,9,Y,CompShg,Hip,336860,Partial,New,Pave,7,AllPub,2008,2008
2008-01-01,1702,1,TwnhsE,1.0,0.0,Y,Norm,Norm,SBrkr,TA,Ex,MetalSd,MetalSd,PConc,1,Typ,1702,1,GasA,Ex,1Story,1,Ex,Lvl,Gtl,8769,Corner,Reg,120,RL,BrkFace,10,NridgHt,5,9,Y,CompShg,Hip,367294,Partial,New,Pave,7,AllPub,2008,2008
2008-01-01,1367,2,TwnhsE,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Gd,VinylSd,VinylSd,PConc,2,Typ,1367,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,12304,Corner,IR3,120,RL,Stone,6,NridgHt,5,7,Y,CompShg,Gable,192000,Normal,WD ,Pave,6,AllPub,2005,2005
2008-01-01,1518,1,TwnhsE,0.0,0.0,Y,Norm,Norm,SBrkr,TA,Ex,MetalSd,MetalSd,PConc,1,Typ,1518,1,GasA,Ex,1Story,1,Ex,Lvl,Gtl,12677,Inside,IR1,120,RL,BrkFace,4,NridgHt,5,8,Y,CompShg,Hip,274000,Normal,WD ,Pave,6,AllPub,2003,2004
